Region/Country/Area,,Year,Series,System of trade,System of trade footnote,Value,Footnotes,Source,,
300,Greece,2015,Balance imports/exports (millions of US dollars),S,,-18975,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
300,Greece,2018,Balance imports/exports (millions of US dollars),S,,-25651,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
300,Greece,2019,Balance imports/exports (millions of US dollars),S,,-24313,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
300,Greece,2020,Balance imports/exports (millions of US dollars),S,,-20463,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
304,Greenland,1995,Imports CIF (millions of US dollars),G,,421,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
304,Greenland,2005,Imports CIF (millions of US dollars),G,,700,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
304,Greenland,2010,Imports CIF (millions of US dollars),G,,847,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
304,Greenland,2015,Imports CIF (millions of US dollars),G,,667,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
304,Greenland,2018,Imports CIF (millions of US dollars),G,,829,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
304,Greenland,2019,Imports CIF (millions of US dollars),G,,738,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
304,Greenland,2020,Imports CIF (millions of US dollars),G,,791,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
304,Greenland,1995,Exports FOB (millions of US dollars),G,,364,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
304,Greenland,2005,Exports FOB (millions of US dollars),G,,402,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
304,Greenland,2010,Exports FOB (millions of US dollars),G,,389,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
304,Greenland,2015,Exports FOB (millions of US dollars),G,,406,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
304,Greenland,2018,Exports FOB (millions of US dollars),G,,641,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
304,Greenland,2019,Exports FOB (millions of US dollars),G,,771,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
304,Greenland,2020,Exports FOB (millions of US dollars),G,,748,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
304,Greenland,1995,Balance imports/exports (millions of US dollars),G,,-57,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
304,Greenland,2005,Balance imports/exports (millions of US dollars),G,,-297,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
304,Greenland,2010,Balance imports/exports (millions of US dollars),G,,-458,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
304,Greenland,2015,Balance imports/exports (millions of US dollars),G,,-261,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
304,Greenland,2018,Balance imports/exports (millions of US dollars),G,,-188,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
304,Greenland,2019,Balance imports/exports (millions of US dollars),G,,32,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
304,Greenland,2020,Balance imports/exports (millions of US dollars),G,,-43,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
308,Grenada,1995,Imports CIF (millions of US dollars),S,,129,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
308,Grenada,2005,Imports CIF (millions of US dollars),S,,334,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
308,Grenada,2010,Imports CIF (millions of US dollars),S,,306,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
308,Grenada,2015,Imports CIF (millions of US dollars),S,,372,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
308,Grenada,2018,Imports CIF (millions of US dollars),S,,515,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
308,Grenada,2019,Imports CIF (millions of US dollars),S,,480,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
308,Grenada,2020,Imports CIF (millions of US dollars),S,,395,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
308,Grenada,1995,Exports FOB (millions of US dollars),S,,22,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
308,Grenada,2005,Exports FOB (millions of US dollars),S,,28,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
308,Grenada,2010,Exports FOB (millions of US dollars),S,,25,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
308,Grenada,2015,Exports FOB (millions of US dollars),S,,33,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
308,Grenada,2018,Exports FOB (millions of US dollars),S,,38,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
308,Grenada,2019,Exports FOB (millions of US dollars),S,,34,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
308,Grenada,2020,Exports FOB (millions of US dollars),S,,25,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
308,Grenada,1995,Balance imports/exports (millions of US dollars),S,,-107,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
308,Grenada,2005,Balance imports/exports (millions of US dollars),S,,-306,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
308,Grenada,2010,Balance imports/exports (millions of US dollars),S,,-281,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
308,Grenada,2015,Balance imports/exports (millions of US dollars),S,,-339,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
308,Grenada,2018,Balance imports/exports (millions of US dollars),S,,-477,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
308,Grenada,2019,Balance imports/exports (millions of US dollars),S,,-445,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
308,Grenada,2020,Balance imports/exports (millions of US dollars),S,,-370,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
312,Guadeloupe,1995,Imports CIF (millions of US dollars),S,,1901,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
312,Guadeloupe,1995,Exports FOB (millions of US dollars),S,,162,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
312,Guadeloupe,1995,Balance imports/exports (millions of US dollars),S,,-1739,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
320,Guatemala,1995,Imports CIF (millions of US dollars),S,,3292,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
320,Guatemala,2005,Imports CIF (millions of US dollars),S,,10500,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
320,Guatemala,2010,Imports CIF (millions of US dollars),S,,13830,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
320,Guatemala,2015,Imports CIF (millions of US dollars),S,,17637,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
320,Guatemala,2018,Imports CIF (millions of US dollars),S,,19644,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
320,Guatemala,2019,Imports CIF (millions of US dollars),S,,19871,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
320,Guatemala,2020,Imports CIF (millions of US dollars),S,,18198,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
320,Guatemala,1995,Exports FOB (millions of US dollars),S,,1936,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
320,Guatemala,2005,Exports FOB (millions of US dollars),S,,5381,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
320,Guatemala,2010,Exports FOB (millions of US dollars),S,,8460,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
320,Guatemala,2015,Exports FOB (millions of US dollars),S,,10677,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
320,Guatemala,2018,Exports FOB (millions of US dollars),S,,10863,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
320,Guatemala,2019,Exports FOB (millions of US dollars),S,,11289,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
320,Guatemala,2020,Exports FOB (millions of US dollars),S,,11658,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
