Region/Country/Area,,Year,Series,Tourism arrivals series type,Tourism arrivals series type footnote,Value,Footnotes,Source,,
250,France,1995,Tourist/visitor arrivals (thousands),TF,,60033,Estimated based on surveys at national borders.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
250,France,2005,Tourist/visitor arrivals (thousands),TF,,74988,Arrivals of non-resident visitors.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
250,France,2010,Tourist/visitor arrivals (thousands),TF,,76647,Arrivals of non-resident visitors.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
250,France,2017,Tourist/visitor arrivals (thousands),TF,,86758,Arrivals of non-resident visitors.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
250,France,2018,Tourist/visitor arrivals (thousands),TF,,89322,Estimate.,Arrivals of non-resident visitors.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",
250,France,1995,Tourism expenditure (millions of US dollars),,,31295,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
250,France,2005,Tourism expenditure (millions of US dollars),,,52126,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
250,France,2010,Tourism expenditure (millions of US dollars),,,56178,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
250,France,2017,Tourism expenditure (millions of US dollars),,,67717,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
250,France,2018,Tourism expenditure (millions of US dollars),,,73044,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
250,France,2019,Tourism expenditure (millions of US dollars),,,71011,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
254,French Guiana,2005,Tourist/visitor arrivals (thousands),TF,,95,Survey at Cayenne-Rochambeau airport on departure.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
254,French Guiana,2017,Tourist/visitor arrivals (thousands),TF,,111,Survey at Cayenne-Rochambeau airport on departure.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
254,French Guiana,2005,Tourism expenditure (millions of US dollars),,,44,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
258,French Polynesia,1995,Tourist/visitor arrivals (thousands),TF,,172,Excluding nationals residing abroad.,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",
258,French Polynesia,2005,Tourist/visitor arrivals (thousands),TF,,208,Excluding nationals residing abroad.,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",
258,French Polynesia,2010,Tourist/visitor arrivals (thousands),TF,,154,Excluding nationals residing abroad.,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",
258,French Polynesia,2017,Tourist/visitor arrivals (thousands),TF,,199,Excluding nationals residing abroad.,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",
258,French Polynesia,2018,Tourist/visitor arrivals (thousands),TF,,216,Excluding nationals residing abroad.,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",
258,French Polynesia,2019,Tourist/visitor arrivals (thousands),TF,,237,Excluding nationals residing abroad.,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",
258,French Polynesia,1995,Tourism expenditure (millions of US dollars),,,326,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
258,French Polynesia,2005,Tourism expenditure (millions of US dollars),,,759,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
258,French Polynesia,2010,Tourism expenditure (millions of US dollars),,,630,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
266,Gabon,1995,Tourist/visitor arrivals (thousands),TF,,125,Arrivals by air only.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
266,Gabon,2005,Tourist/visitor arrivals (thousands),TF,,269,Arrivals by air only.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
266,Gabon,1995,Tourism expenditure (millions of US dollars),,,94,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
266,Gabon,2005,Tourism expenditure (millions of US dollars),,,13,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
266,Gabon,2010,Tourism expenditure (millions of US dollars),,,89,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
270,Gambia,1995,Tourist/visitor arrivals (thousands),TF,,45,Including nationals residing abroad.,Arrivals by air only.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",
270,Gambia,2005,Tourist/visitor arrivals (thousands),TF,,108,Including nationals residing abroad.,Arrivals by air only.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",
270,Gambia,2010,Tourist/visitor arrivals (thousands),TF,,91,Including nationals residing abroad.,Arrivals by air only.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",
270,Gambia,2017,Tourist/visitor arrivals (thousands),TF,,522,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
270,Gambia,2018,Tourist/visitor arrivals (thousands),TF,,552,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
270,Gambia,2005,Tourism expenditure (millions of US dollars),,,59,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
270,Gambia,2010,Tourism expenditure (millions of US dollars),,,80,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
270,Gambia,2017,Tourism expenditure (millions of US dollars),,,116,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
270,Gambia,2018,Tourism expenditure (millions of US dollars),,,168,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
268,Georgia,2010,Tourist/visitor arrivals (thousands),TF,,1067,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
268,Georgia,2017,Tourist/visitor arrivals (thousands),TF,,4069,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
268,Georgia,2018,Tourist/visitor arrivals (thousands),TF,,4757,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
268,Georgia,2019,Tourist/visitor arrivals (thousands),TF,,5080,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
268,Georgia,2005,Tourism expenditure (millions of US dollars),,,287,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
268,Georgia,2010,Tourism expenditure (millions of US dollars),,,737,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
268,Georgia,2017,Tourism expenditure (millions of US dollars),,,2971,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
268,Georgia,2018,Tourism expenditure (millions of US dollars),,,3518,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
268,Georgia,2019,Tourism expenditure (millions of US dollars),,,3551,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
276,Germany,1995,Tourist/visitor arrivals (thousands),TCE,,14847,Non-resident tourists staying in all types of accommodation establishments.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
276,Germany,2005,Tourist/visitor arrivals (thousands),TCE,,21500,Non-resident tourists staying in all types of accommodation establishments.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
276,Germany,2010,Tourist/visitor arrivals (thousands),TCE,,26875,Non-resident tourists staying in all types of accommodation establishments.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
276,Germany,2017,Tourist/visitor arrivals (thousands),TCE,,37452,Non-resident tourists staying in all types of accommodation establishments.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
276,Germany,2018,Tourist/visitor arrivals (thousands),TCE,,38881,Non-resident tourists staying in all types of accommodation establishments.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
276,Germany,2019,Tourist/visitor arrivals (thousands),TCE,,39563,Non-resident tourists staying in all types of accommodation establishments.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
276,Germany,1995,Tourism expenditure (millions of US dollars),,,24053,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
276,Germany,2005,Tourism expenditure (millions of US dollars),,,40518,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
276,Germany,2010,Tourism expenditure (millions of US dollars),,,49116,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
276,Germany,2017,Tourism expenditure (millions of US dollars),,,55750,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
276,Germany,2018,Tourism expenditure (millions of US dollars),,,59446,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
276,Germany,2019,Tourism expenditure (millions of US dollars),,,58201,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
288,Ghana,1995,Tourist/visitor arrivals (thousands),TF,,286,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
288,Ghana,2005,Tourist/visitor arrivals (thousands),TF,,429,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
288,Ghana,2010,Tourist/visitor arrivals (thousands),TF,,931,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
288,Ghana,1995,Tourism expenditure (millions of US dollars),,,30,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
288,Ghana,2005,Tourism expenditure (millions of US dollars),,,867,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
288,Ghana,2010,Tourism expenditure (millions of US dollars),,,706,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
288,Ghana,2017,Tourism expenditure (millions of US dollars),,,919,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
288,Ghana,2018,Tourism expenditure (millions of US dollars),,,996,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
300,Greece,1995,Tourist/visitor arrivals (thousands),TF,,10130,Information based on administrative data.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
300,Greece,2005,Tourist/visitor arrivals (thousands),TF,,14765,Information based on administrative data.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
300,Greece,2010,Tourist/visitor arrivals (thousands),TF,,15007,Information is based on the border survey conducted by the Bank of Greece.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
300,Greece,2017,Tourist/visitor arrivals (thousands),TF,,27194,Information is based on the border survey conducted by the Bank of Greece.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
300,Greece,2018,Tourist/visitor arrivals (thousands),TF,,30123,Information is based on the border survey conducted by the Bank of Greece.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
