Region/Country/Area,,Year,Series,Value,Footnotes,Source,
414,Kuwait,1995,Net official development assistance received: Total (as % GNI),0,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
417,Kyrgyzstan,1995,Net official development assistance received: Bilateral  (millions of US dollars),151,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
417,Kyrgyzstan,2005,Net official development assistance received: Bilateral  (millions of US dollars),147,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
417,Kyrgyzstan,2010,Net official development assistance received: Bilateral  (millions of US dollars),245,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
417,Kyrgyzstan,2015,Net official development assistance received: Bilateral  (millions of US dollars),602,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
417,Kyrgyzstan,2017,Net official development assistance received: Bilateral  (millions of US dollars),304,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
417,Kyrgyzstan,2018,Net official development assistance received: Bilateral  (millions of US dollars),304,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
417,Kyrgyzstan,2019,Net official development assistance received: Bilateral  (millions of US dollars),322,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
417,Kyrgyzstan,1995,Net official development assistance received: Multilateral (millions of US dollars),94,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
417,Kyrgyzstan,2005,Net official development assistance received: Multilateral (millions of US dollars),91,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
417,Kyrgyzstan,2010,Net official development assistance received: Multilateral (millions of US dollars),127,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
417,Kyrgyzstan,2015,Net official development assistance received: Multilateral (millions of US dollars),172,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
417,Kyrgyzstan,2017,Net official development assistance received: Multilateral (millions of US dollars),161,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
417,Kyrgyzstan,2018,Net official development assistance received: Multilateral (millions of US dollars),135,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
417,Kyrgyzstan,2019,Net official development assistance received: Multilateral (millions of US dollars),120,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
417,Kyrgyzstan,1995,Net official development assistance received: Total (millions of US dollars),245,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
417,Kyrgyzstan,2005,Net official development assistance received: Total (millions of US dollars),238,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
417,Kyrgyzstan,2010,Net official development assistance received: Total (millions of US dollars),372,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
417,Kyrgyzstan,2015,Net official development assistance received: Total (millions of US dollars),775,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
417,Kyrgyzstan,2017,Net official development assistance received: Total (millions of US dollars),465,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
417,Kyrgyzstan,2018,Net official development assistance received: Total (millions of US dollars),439,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
417,Kyrgyzstan,2019,Net official development assistance received: Total (millions of US dollars),443,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
417,Kyrgyzstan,1995,Net official development assistance received: Total (as % GNI),15.1,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
417,Kyrgyzstan,2005,Net official development assistance received: Total (as % GNI),10,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
417,Kyrgyzstan,2010,Net official development assistance received: Total (as % GNI),8.3,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
417,Kyrgyzstan,2015,Net official development assistance received: Total (as % GNI),12.1,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
