Region/Country/Area,,Year,Series,National currency,National currency footnote,Value,Footnotes,Source
531,Cura�ao,2020,Exchange rates: period average (national currency per US dollar),,,1.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
196,Cyprus,2005,Exchange rates: end of period (national currency per US dollar),Euro (EUR),,0.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
196,Cyprus,2010,Exchange rates: end of period (national currency per US dollar),Euro (EUR),,0.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
196,Cyprus,2015,Exchange rates: end of period (national currency per US dollar),Euro (EUR),,0.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
196,Cyprus,2017,Exchange rates: end of period (national currency per US dollar),Euro (EUR),,0.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
196,Cyprus,2018,Exchange rates: end of period (national currency per US dollar),Euro (EUR),,0.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
196,Cyprus,2019,Exchange rates: end of period (national currency per US dollar),Euro (EUR),,0.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
196,Cyprus,2020,Exchange rates: end of period (national currency per US dollar),Euro (EUR),,0.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
196,Cyprus,2005,Exchange rates: period average (national currency per US dollar),,,0.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
196,Cyprus,2010,Exchange rates: period average (national currency per US dollar),,,0.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
196,Cyprus,2015,Exchange rates: period average (national currency per US dollar),,,0.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
196,Cyprus,2017,Exchange rates: period average (national currency per US dollar),,,0.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
196,Cyprus,2018,Exchange rates: period average (national currency per US dollar),,,0.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
196,Cyprus,2019,Exchange rates: period average (national currency per US dollar),,,0.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
196,Cyprus,2020,Exchange rates: period average (national currency per US dollar),,,0.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
203,Czechia,1995,Exchange rates: end of period (national currency per US dollar),Czech Koruna (CZK),,26.6,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
203,Czechia,2005,Exchange rates: end of period (national currency per US dollar),Czech Koruna (CZK),,24.6,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
203,Czechia,2010,Exchange rates: end of period (national currency per US dollar),Czech Koruna (CZK),,18.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
203,Czechia,2015,Exchange rates: end of period (national currency per US dollar),Czech Koruna (CZK),,24.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
203,Czechia,2017,Exchange rates: end of period (national currency per US dollar),Czech Koruna (CZK),,21.3,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
